imdbID,movieTitle,sceneAddress,sceneDescription,sceneLat,sceneLon
tt0120663,Eyes Wide Shut (1999),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0120663,Eyes Wide Shut (1999),"Royal Suite, Lanesborough Hotel - 1 Lanesborough Place, Knightsbridge, London, England, UK",Ziegler and Bill meeting - pool game,51.5024553,-0.1525664
tt0119092,Face (1997),"Court Street, Whitechapel, London, England, UK",Cul-de-sac where Julian is dropped off after the robbery,51.5152649,-0.0717748
tt0060390,Fahrenheit 451 (1966),"Danebury Avenue, Roehampton, London, England, UK", block of flats,51.4518167,-0.2478621
tt0060390,Fahrenheit 451 (1966),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0486576,Fantastic 4: Rise of the Silver Surfer (2007),"London, England, UK",2nd Unit,51.5073509,-0.1277583
tt0432283,Fantastic Mr. Fox (2009),"Three Mills Studios, Three Mill Lane, Bow, London, England, UK",studio,51.5273218,-0.0057273
tt1905041,Fast & Furious 6 (2013),"Bovingdon Airfield, Bovingdon, Hertfordshire, UK",exterior runway shots for the finale,51.723064,-0.544876
tt1905041,Fast & Furious 6 (2013),"Lambeth Bridge, River Thames, London, England, UK",exterior scenes,51.4945661,-0.1231231
tt1905041,Fast & Furious 6 (2013),"Bentwaters Parks, Rendlesham, Suffolk, England, UK",Airfield Hardened Aircraft Shelter site,52.1291413,1.432128
tt0119114,Fever Pitch (1997),"Arsenal Stadium, Highbury, London, England, UK",Football stadium shown throughout,51.5548885,-0.108438
tt0067093,Fiddler on the Roof (1971),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0050393,Fiend Without a Face (1958),"Walton Studios, Walton-on-Thames, Surrey, England, UK",studio,51.3869852,-0.4033934
tt0113071,First Knight (1995),"Trawsfynydd, Gwynedd, Wales, UK",exteriors: island of Camelot,52.903732,-3.927315
tt0113071,First Knight (1995),"Black Park Country Park, Wexham, Buckinghamshire, England, UK",forest,51.5395974,-0.5503115
tt0113071,First Knight (1995),"St Albans Cathedral, St Albans, Hertfordshire, England, UK",interiors: wedding,51.7504588,-0.3423409
tt0113071,First Knight (1995),"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",village,51.7992432,-0.5605322
tt0113071,First Knight (1995),"Burnham Beeches, Buckinghamshire, England, UK",forest,51.5615636,-0.6315469
tt0113071,First Knight (1995),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0058100,First Men in the Moon (1964),"Shepperton Studios, Shepperton, Surrey, England, UK",studio studio: made at,51.4066417,-0.4643616
tt1232776,Fish Tank (2009),"Mardyke Estate, Rainham, Essex, England, UK","Mardyke Estate has since been renamed ""Orchard Village"" and substantially rebuilt or demolished",51.5296909,0.1699476
tt1232776,Fish Tank (2009),"The Heathway, Dagenham, Essex, England, UK",shops where Mia sees advert for club seeking dancers,51.5443306,0.1479354
tt1232776,Fish Tank (2009),"Stanford le Hope, Essex, England, UK",Mucking Flats,51.514121,0.42854
tt1232776,Fish Tank (2009),"Tilbury Town railway station, Tilbury, Essex, England, UK",Conor drives Mia to the station,51.46236,0.35407
tt1232776,Fish Tank (2009),"Circus Tavern Purfleet, Essex, England, UK",Erotic dancing auditions,51.4859744,0.246366
tt1232776,Fish Tank (2009),"Roman Close, Rainham, Essex, England, UK",Mia posts the dance DVD,51.5291918,0.171564
tt1232776,Fish Tank (2009),"Frederick Road, Rainham, Essex, England, UK",Mia follows Billy down the street,51.5281213,0.1772528
tt0454824,Flyboys (2006),"Wrest Park, Bedfordshire, England, UK",chateau exterior and interior,52.0079971,-0.4120981
tt0454824,Flyboys (2006),"Epping, Essex, England, UK",Attack on the French refugees,51.700328,0.108655
tt0454824,Flyboys (2006),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0082398,For Your Eyes Only (1981),"Graveyard, St Giles Church, Stoke Poges, Buckinghamshire, England, UK",opening sequence Bond visits Tracy's grave,51.5349848,-0.5948319
tt0082398,For Your Eyes Only (1981),"Whitehall Court, Whitehall, Westminster, London, England, UK",Ministry of Defence,51.5053747,-0.1239697
tt0082398,For Your Eyes Only (1981),"Whitehall, Westminster, London, England, UK",Ministry of Defence,51.5045925,-0.1262675
tt0082398,For Your Eyes Only (1981),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio interiors: St. George's Vessel - underwater wreck,51.5480318,-0.5349938
tt0082398,For Your Eyes Only (1981),"Beckton Gasworks, Beckton, London, England, UK",opening helicopter sequence,51.5143254,0.0770382
tt0082398,For Your Eyes Only (1981),"Big Ben, Houses of Parliament, Westminster, London, England, UK",opening helicopter sequence,51.5007292,-0.1246254
tt0082398,For Your Eyes Only (1981),"Houses of Parliament, Westminster, London, England, UK",opening helicopter sequence,51.4994794,-0.1248092
tt0082398,For Your Eyes Only (1981),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0082398,For Your Eyes Only (1981),"River Thames, London, England, UK",opening helicopter sequence,51.5744843,-0.6100188
tt0082398,For Your Eyes Only (1981),"St Giles Church, Stoke Poges, Buckinghamshire, England, UK",opening sequence Bond visits Tracy's grave,51.5349848,-0.5948319
tt0077572,Force 10 from Navarone (1978),"Shepperton Studios, Shepperton, Surrey, England, UK", England,51.4066417,-0.4643616
tt0109831,Four Weddings and a Funeral (1994),"Luton Hoo Estate, Luton, Bedfordshire, England, UK", Wedding 2,51.8479276,-0.4024273
tt0109831,Four Weddings and a Funeral (1994),"Rotherfield Park, East Tisted, Alton, Hampshire, England, UK", Wedding 3,51.0856198,-1.0068919
tt0109831,Four Weddings and a Funeral (1994),"St Clement's, West Thurrock, Essex, England, UK",Funeral,51.47221,0.292452
tt0109831,Four Weddings and a Funeral (1994),"Old Royal Naval College, Greenwich, London, England, UK",Wedding 2,51.4832762,-0.0055729
tt0109831,Four Weddings and a Funeral (1994),"Albury Park, Guildford, Surrey, England, UK",Perthshire: Wedding 3,51.2195028,-0.4796793
tt0109831,Four Weddings and a Funeral (1994),"Crown Hotel, High Street, Amersham, Buckinghamshire, England, UK",The Boatman inn - interior,51.666296,-0.6167186
tt0109831,Four Weddings and a Funeral (1994),"National Film Theatre, South Bank Centre, South Bank, Lambeth, London, England, UK",Where Carrie meets Charles brother,51.507144,-0.1155656
tt0109831,Four Weddings and a Funeral (1994),"South Bank Centre, South Bank, Lambeth, London, England, UK",Where Charles professes his love for Carrie,51.5062004,-0.1163923
tt0109831,Four Weddings and a Funeral (1994),"St. Bartholomew-the-Great, Clerkenwell, London, England, UK",wedding 4,51.5188052,-0.0996412
tt0109831,Four Weddings and a Funeral (1994),"The Kings Arms, High Street, Amersham, Buckinghamshire, England, UK",The Boatman inn - exterior,51.6663371,-0.6182924
tt0109831,Four Weddings and a Funeral (1994),"Cafe Rouge, Covent Garden, London, England, UK",Charles and Carrie have daytime coffee,51.5123955,-0.120711
tt0109831,Four Weddings and a Funeral (1994),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0109831,Four Weddings and a Funeral (1994),"St Michael's, Betchworth, Reigate, Surrey, England, UK",Wedding 1,51.233655,-0.2673197
tt0486583,Fred Claus (2007),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0068611,Frenzy (1972),"The Globe pub, Bow Street, Covent Garden, London, England, UK", Babs and Forsythe work,51.5128995,-0.1213598
tt0068611,Frenzy (1972),"119 Oxford Street, London, England, UK","site of Mrs Blaney's ""friendship and marriage"" agency",51.5156265,-0.1390725
tt0068611,Frenzy (1972),"3 Henrietta Street, Covent Garden, London, England, UK",Bob Rusk's house,51.5113027,-0.1229565
tt0068611,Frenzy (1972),"Hilton Hyde Park Hotel, 129 Bayswater Road, Bayswater, London, England, UK",Coburg Hotel: Blaney spends the night with Babs,51.5104611,-0.1875145
tt0068611,Frenzy (1972),"Leicester Square, Soho, London, England, UK",where Blaney meets Babs in a taxi,51.5105977,-0.129599
tt0068611,Frenzy (1972),"31 Ennismore Gardens Mews, Knightsbridge, London, England, UK",Brenda Blaney's house,51.4988415,-0.170581
tt0068611,Frenzy (1972),"County Hall, South Bank, Lambeth, London, England, UK",opening scene: a body is discovered in the River Thames while a politician gives a speech,51.5016102,-0.1191545
tt0068611,Frenzy (1972),"London Hilton - 22 Park Lane, Mayfair, London, England, UK",Blaney goes to ask for help from Johnny Porter,51.5056536,-0.15042
tt0068611,Frenzy (1972),"Nell of Old Drury pub, 29 Catherine Street, Covent Garden, London, England, UK",Blaney overhears the city gents' salacious conversation about the murders,51.512613,-0.120593
tt0068611,Frenzy (1972),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio studio: made at,51.5474923,-0.5346549
tt0070078,From Beyond the Grave (1974),"Highgate Cemetery, Swain's Lane, Highgate, London, England, UK",Opening Credits,51.5669271,-0.1470709
tt0070078,From Beyond the Grave (1974),"Windsor and Eton Railway Station, Windsor, Berkshire, England, UK",Underwood sells matches/shoelaces,51.48565,-0.60652
tt0093058,Full Metal Jacket (1987),"Beckton Gasworks, Beckton, London, England, UK",Hue ruins scenes,51.5143254,0.0770382
tt0093058,Full Metal Jacket (1987),"Isle of Dogs, London, England, UK",Da Nang scenes,51.4966118,-0.0146551
tt0093058,Full Metal Jacket (1987),"RAF Swinderby, Swinderby, Linconshire, England, UK",Parris Island scenes,53.1571245,-0.7033762
tt0093058,Full Metal Jacket (1987),"Cliffe marshes, Cliffe, Kent, England, UK",Vietnam countryside scenes,51.4667507,0.4765965
tt0093058,Full Metal Jacket (1987),"Bassingbourn Barracks, Bassingbourn, Cambridgeshire, England, UK",Parris Island scenes,52.0946398,-0.0510243
tt0093058,Full Metal Jacket (1987),"Epping Forest, Essex, England, UK",training camp scenes,51.6570766,0.0412824
tt0093058,Full Metal Jacket (1987),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0119173,G.I. Jane (1997),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0944947,Game of Thrones (TV Series 2011– ),"Castle Ward, Strangford, County Down, Northern Ireland, UK",Winterfell,54.369147,-5.5853519
tt0944947,Game of Thrones (TV Series 2011– ),"Wolf Hill Quarry, Belfast, County Antrim, Northern Ireland, UK",Frozen lake beyond the wall scenes,54.6320265,-6.0053452
tt0083987,Gandhi (1982),"Old Town Hall, Staines, Surrey, England, UK",courtroom in India,51.3921103,-0.5025952
tt0083987,Gandhi (1982),"Shepperton Studios, Shepperton, Surrey, England, UK",studio studio: filmed at,51.4066417,-0.4643616
tt0455499,Garfield 2 (2006),"Castle Howard, Coneysthorpe, North Yorkshire, England, UK", bridge and lakes,54.1218033,-0.9061282
tt0455499,Garfield 2 (2006),"York, North Yorkshire, England, UK",doubled for London,53.9599651,-1.0872979
tt0172495,Gladiator (2000),"Bourne Woods, Farnham, Surrey, England, UK",Opening battle scenes,51.1927022,-0.7711636
tt0172495,Gladiator (2000),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0380389,Goal! The Dream Begins (2005),"Newcastle United Football Club, St. James' Park, Newcastle-upon-Tyne, Tyne & Wear, England, UK",Newcastle's home ground,54.9750986,-1.623124
tt0380389,Goal! The Dream Begins (2005),"Brentford F.C, Griffin Park, Brentford, Middlesex, England, UK",Newcastle reserves v Man Utd and Middlesborough,51.4881774,-0.3025242
tt0380389,Goal! The Dream Begins (2005),"Craven Cottage Fulham FC, Stevenage Road, Fulham, London, England, UK",Fulham v Newcastle,51.4744751,-0.220554
tt0380389,Goal! The Dream Begins (2005),"Queens Park Rangers FC, Loftus Road Stadium, Shepherd's Bush, London, England, UK",Q.P.R reserves v Newcastle,51.5092767,-0.2321123
tt0380389,Goal! The Dream Begins (2005),"Reading Blue Coat School, Holme Park, Sonning on Thames, Berkshire, England, UK",Newcastle United training centre,51.47023,-0.9171053
tt0113189,GoldenEye (1995),"Somerset House, Strand, London, England, UK", St. Petersburg - Jack Wade's blue car breaks down,51.511059,-0.117148
tt0113189,GoldenEye (1995),"Courtyard, Somerset House, Strand, London, England, UK", St. Petersburg,51.511059,-0.117148
tt0113189,GoldenEye (1995),"The Langham Hotel, Regent Street, Marylebone London, England, UK", St. Petersburg,51.5175761,-0.1438752
tt0113189,GoldenEye (1995),"Brompton Cemetery, Fulham Road, West Brompton, London, England, UK", St. Petersburg,51.483969,-0.1897197
tt0113189,GoldenEye (1995),"St Sofia's Greek Cathedral, Moscow Road, Bayswater, London, England, UK", St. Petersburg,51.512415,-0.191416
tt0113189,GoldenEye (1995),"Epsom Downs Racecourse, Epsom Downs, Epsom, Surrey, England, UK",James Bond meets Jack Wade/St Petersburg Airport,51.3125646,-0.2548097
tt0113189,GoldenEye (1995),"SIS Headquarters - 85 Albert Embankment, Vauxhall, London, England, UK",MI6 Headquarters/M's Office,51.4871871,-0.1244856
tt0113189,GoldenEye (1995),"British Sugar Factory, Peterborough, Cambridgeshire, England, UK",exteriors: end of the tank chase,52.5634152,-0.2599039
tt0113189,GoldenEye (1995),"Leavesden Aerodrome, Leavesden, Hertfordshire, England, UK",studio tank chase,51.6929437,-0.4204523
tt0113189,GoldenEye (1995),"Nene Valley Railway, Northamptonshire, England, UK",exteriors: rail scenes - Alec Trevelyan's train depot - exploding train,52.5681992,-0.3893065
tt0113189,GoldenEye (1995),"Nene Valley Railway, Peterborough, Cambridgeshire, England, UK",exteriors: rail scenes - Alec Trevelyan's train depot - exploding train,52.5681992,-0.3893065
tt0113189,GoldenEye (1995),"River Thames, London, England, UK",MI6/M's Office,51.5744843,-0.6100188
tt0113189,GoldenEye (1995),"Vauxhall Cross - 85 Albert Embankment, Vauxhall, London, England, UK",MI6/M's Office,51.4871871,-0.1244856
tt0113189,GoldenEye (1995),"Langham Hotel - 1c Portland Place, London, England, UK",Grand Hotel Europe,51.5175761,-0.1438752
tt0113189,GoldenEye (1995),"Leavesden Studios, Leavesden, Hertfordshire, England, UK",studio,51.6929437,-0.4204523
tt0113189,GoldenEye (1995),"Queen's Stand, Epsom Downs Racecourse, Epsom Downs, Epsom, Surrey, England, UK",James Bond meets Jack Wade/St Petersburg Airport,51.3132399,-0.2557035
tt0058150,Goldfinger (1964),"Stoke Poges Golf Course, Stoke Poges, Buckinghamshire, England, UK", Kent,51.5346796,-0.6027663
tt0058150,Goldfinger (1964),"Stoke Park House, Park Road, Stoke Poges, Buckinghamshire, England, UK", Kent,51.5346796,-0.6027663
tt0058150,Goldfinger (1964),"RAF Northolt, Ruislip, London, England, UK", Kentucky/Pussy Galore's flying circus,51.5565013,-0.4160701
tt0058150,Goldfinger (1964),"Southend Airport, Rochford, Essex, England, UK",Goldfinger's Rolls Royce is transported,51.5698197,0.7037369
tt0058150,Goldfinger (1964),"Black Park, Iver Heath, Buckinghamshire, England, UK",studio Fort Knox recreation near Pinewood Studios,51.5395974,-0.5503115
tt0058150,Goldfinger (1964),"D Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio UK set of the Fontainebleu Hotel pool scene,51.5474923,-0.5346549
tt0058150,Goldfinger (1964),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio interiors: Fort Knox and Auric Enterprises,51.5474923,-0.5346549
tt0058150,Goldfinger (1964),"Poultry St, City of London, England, UK",Ex-Midland Bank HQ bank vault as Fort Knox interior,51.5135443,-0.0905037
tt0058150,Goldfinger (1964),"Esso Oil Refinery, Stanwell, Middlesex, England, UK",opening sequence,51.4532045,-0.4588365
tt0058150,Goldfinger (1964),"Black Park Country Park, Wexham, Buckinghamshire, England, UK",studio Fort Knox recreation near Pinewood Studios,51.5395974,-0.5503115
tt0058150,Goldfinger (1964),"Stanwell, Middlesex, England, UK",opening sequence,51.455357,-0.482366
tt0058150,Goldfinger (1964),"Harefield Quarry, Rickmansworth, Hertfordshire, England, UK",Mercedes goes over cliff,51.6268683,-0.4951282
tt0280707,Gosford Park (2001),"Ston Easton Park, Somerset, England, UK",servants' quarters,51.2845647,-2.5387859
tt0280707,Gosford Park (2001),"Hall Barn, Beaconsfield, Buckinghamshire, England, UK",Lady Trentham's home / lunch after the hunt scene,51.5940541,-0.639326
tt0280707,Gosford Park (2001),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1454468,Gravity (2013),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1454468,Gravity (2013),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0385002,Green Street Hooligans (2005),"The Griffin, Brook Road South, Brentford, Middlesex, England, UK",Green Street Elite's pub,51.4870969,-0.3029532
tt0947810,Green Zone (2010),"Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK", Camp Cropper prison and interiors of General Al-Rawi's house,51.3832643,-0.5938267
tt0947810,Green Zone (2010),"Freemason's Hall, Great Queen Street, Covent Garden, London, England, UK",Republican Palace interiors,51.5150152,-0.1210856
tt0947810,Green Zone (2010),"Millenium Mills, London Docklands, East London, London, England, UK",underground tunnels,51.5049567,0.0294419
tt0947810,Green Zone (2010),"Renaissance London Heathrow Hotel, Hounslow, London, England, UK",palace interiors,51.480944,-0.4463326
tt0947810,Green Zone (2010),"Sandown Park Racecourse, Esher, Surrey, England, UK",Saddam International Airport interiors,51.373665,-0.3628427
tt0947810,Green Zone (2010),"Updown Court, Windlesham, Surrey, England, UK",Green Zone palace where where Miller and the MET D lodge,51.3688768,-0.6441427
tt1320261,Gulliver's Travels (2010),"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",grounds,51.7992432,-0.5605322
tt0466816,Hallam Foe (2007),"Film City Glasgow, Govan, Glasgow, Strathclyde, Scotland, UK",studio,55.85665,-4.300213
tt0466816,Hallam Foe (2007),"Caledonian Hilton Hotel, Edinburgh, Scotland, UK",Balmoral Hotel staff entrance,55.9497083,-3.2073036
tt0466816,Hallam Foe (2007),"Cockburn Street, Edinburgh, Scotland, UK",Kate's front door,55.9506259,-3.1897503
tt0466816,Hallam Foe (2007),"Glen House and Estate, Innerleithen, Peebles, Scottish Borders, Scotland, UK",Foe family home and estate,55.6156351,-3.0633199
tt0040416,Hamlet (1948),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio uncredited,51.5474923,-0.5346549
tt0040416,Hamlet (1948),"Denham Studios, Denham, Buckinghamshire, England, UK",studio uncredited,51.5522478,-0.4856777
tt0099726,Hamlet (1990),"Dover Castle, Dover, Kent, England, UK",Danish Castle of Elsinore,51.128771,1.323391
tt0099726,Hamlet (1990),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1045670,Happy-Go-Lucky (2008),"Pilgrims Way School, Southwark, London, UK",school scenes,51.4806724,-0.0554982
tt1045670,Happy-Go-Lucky (2008),"Tower Bridge School, Southwark, London, UK",school scenes,51.5015551,-0.0772324
tt1045670,Happy-Go-Lucky (2008),"Aldwych, London, England, UK",opening titles: cycling scene,51.5131979,-0.1174504
tt1045670,Happy-Go-Lucky (2008),"Blackfriars Bridge, Blackfriars, London, England, UK",opening titles: cycling scene,51.508554,-0.104231
tt1045670,Happy-Go-Lucky (2008),"88a Finsbury Park Road, London, England, UK",Poppy's house,51.5616374,-0.0986718
tt1045670,Happy-Go-Lucky (2008),"10 Stucley Place, London, England, UK",Camden Physiotherapy Clinic,51.5404615,-0.1433946
tt1045670,Happy-Go-Lucky (2008),"Southwark, London, England, UK",Poppy loses her bike,51.502781,-0.087738
tt1289406,Harry Brown (2009),"A12 in Marks Gate, Essex, UK",Underpass,51.5811002,0.1412313
tt1289406,Harry Brown (2009),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0295297,Harry Potter and the Chamber of Secrets (2002),"Oxford University, Oxford, Oxfordshire, England, UK", stairway and interior,51.7548164,-1.2543668
tt0295297,Harry Potter and the Chamber of Secrets (2002),"St. Pancras Station, St. Pancras, London, England, UK",King's Cross Station exterior,51.531427,-0.126133
tt0295297,Harry Potter and the Chamber of Secrets (2002),"Black Park, Iver Heath, Buckinghamshire, England, UK",dark forest,51.5395974,-0.5503115
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Dartford Crossing - QEII Bridge, Dartford, Kent, England, UK", tunnel and toll road was the setting for the dramatic chase where Hagrid and Harry are being ambushed by death eaters.,51.4580765,0.2514901
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Scotland Place, London, England, UK", Hermione and Ron abduct MoM staff,51.506123,-0.1256156
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Rannoch Moor, Highland, Scotland, UK", filmed using the 'Jacobite' steam engine on the west highland main line,56.6850291,-4.5758205
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Lavenham, Suffolk, England, UK",Godric's Hollow background,52.1075894,0.7954572
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Malham Cove, Malham, North Yorkshire, England, UK",Harry and Hermione dance scene inside the shelter tent,54.0728262,-2.1579294
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Pembrokeshire, Wales, UK",Shell Cottage scenes,51.674078,-4.9088785
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Piccadilly Circus, Piccadilly, London, England, UK",Cafe attack scenes,51.5100913,-0.1345676
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Swinley Forest, Bracknell, Berkshire, England, UK",Forest scenes,51.3686089,-0.7442704
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Freshwater West, Pembrokeshire, Wales, UK",Filming between May 11 and 15 2009,51.6600922,-5.0651168
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"16 Heathgate, Hampstead Garden Suburb, London, England, UK",Hermione Leaving her parents house,51.5785902,-0.1881914
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Queensway Tunnel, Liverpool, Merseyside, England, UK",Motorbike tunnel scene,53.4068527,-2.990452
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Liverpool, Merseyside, England, UK",Rufus Scrimgeour scene,53.4083714,-2.9915726
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"Burnham Beeches, Buckinghamshire, England, UK",Day & night scenes from 26th May - 3rd June,51.5615636,-0.6315469
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),"De Vere House, Lavenham, Suffolk, England, UK",house where Harry Potter was born,52.1071871,0.7972946
tt1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),"Freshwater West, Pembrokeshire, Wales, UK",beach scenes,51.6600922,-5.0651168
tt1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),"St. Pancras Station, St. Pancras, London, England, UK",Station exterior,51.531427,-0.126133
tt1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),"Shepperton Studios, Shepperton, Surrey, England, UK",Hogwarts model,51.4066417,-0.4643616
tt1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),"Swinley Forest, Bracknell, Berkshire, England, UK",Battle of Hogwarts,51.3686089,-0.7442704
tt0330373,Harry Potter and the Goblet of Fire (2005),"Glenfinnan Viaduct, Fort William, Highland, Scotland, UK",Hogwarts Express,56.8763083,-5.4318595
tt0330373,Harry Potter and the Goblet of Fire (2005),"Black Park, Iver Heath, Buckinghamshire, England, UK",dark forest,51.5395974,-0.5503115
tt0330373,Harry Potter and the Goblet of Fire (2005),"Leavesden Studios, Leavesden, Hertfordshire, England, UK",studio,51.6929437,-0.4204523
tt0330373,Harry Potter and the Goblet of Fire (2005),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0330373,Harry Potter and the Goblet of Fire (2005),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0417741,Harry Potter and the Half-Blood Prince (2009),"West Street, Lacock, Wiltshire, England, UK",Professor Slughorn's house,51.4144802,-2.1232198
tt0373889,Harry Potter and the Order of the Phoenix (2007),"Lincoln's Inn Fields, Holborn, London, England, UK",street outside Grimmauld Place,51.5163736,-0.1183003
tt0373889,Harry Potter and the Order of the Phoenix (2007),"Leavesden Studios, Leavesden, Hertfordshire, England, UK",studio,51.6929437,-0.4204523
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Glenfinnan, Highland, Scotland, UK",Hogwarts,56.8714325,-5.4383094
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Glen Coe, Highland, Scotland, UK",Hagrid's Hut,56.6825599,-5.1022713
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Loch Shiel, Highland, Scotland, UK",Location of Hogwarts lake,56.786873,-5.6065059
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Glenfinnan Viaduct, Fort William, Highland, Scotland, UK",Hogwarts Express,56.8763083,-5.4318595
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"St. Paul's Cathedral, Ludgate Hill, London, England, UK",geometric staircase,51.5138453,-0.0983506
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"8 Stoney Street, Borough, London, England, UK",Exterior - Leaky Cauldron,51.50535,-0.0911016
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Dowding Way, Watford, Hertfordshire, England, UK",External view of Dursleys' residence and playground where Harry first sees the Knight Bus,51.6892016,-0.4148277
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Black Park, Iver Heath, Buckinghamshire, England, UK",dark forest,51.5395974,-0.5503115
tt0304141,Harry Potter and the Prisoner of Azkaban (2004),"Leavesden Studios, Leavesden, Hertfordshire, England, UK",studio,51.6929437,-0.4204523
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Picket Post Close, Martin's Heron, Bracknell, Berkshire, England, UK", Harry's aunt and uncle's house,51.4074628,-0.7242177
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Duke Humfrey's Library, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK", library scenes,51.754073,-1.254042
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Divinity School, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK", sanatorium scenes,51.754073,-1.254042
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Gloucester Cathedral, Gloucester, Gloucestershire, England, UK",Hogwarts School of Witchcraft and Wizardry: exterior scenes,51.8673025,-2.2466683
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Alnwick Castle, Alnwick, Northumberland, England, UK",Hogwarts School of Witchcraft and Wizardry: broomstick flying lessons,55.4155828,-1.7059204
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Goathland Station, Goathland, North Yorkshire, England, UK",Hogsmeade station,54.4005026,-0.7122145
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"King's Cross Station, King's Cross, London, England, UK",Platform 9¾,51.5316396,-0.1244231
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Australia House, Strand, London, England, UK",Gringotts Bank: interior,51.5128872,-0.1156011
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Black Park, Iver Heath, Buckinghamshire, England, UK",dark forest,51.5395974,-0.5503115
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"West Highland Railway Line, Scotland, UK",Train journey to Hogwarts,57.00597,-5.82958
tt0241527,Harry Potter and the Sorcerer's Stone (2001),"Glen Nevis, Fort William, Highland, Scotland, UK",Quidditch scenes: background landscape,56.7922129,-5.06043
